WORD	PF	OTHER	RELATION	LLR	PEARSONRESID	LOGODDSRATIO	PMI	DELTAPC2W	DELTAPW2C	KLDC2W	KLDW2C
revived	1	4	attraction	4.95395995321871	5.12568737963353	3.55767264093224	4.81952804057382	0.000994336272429755	0.192924152130729	0.003509326621165	0.714566923326747
increased	3	13	attraction	14.4514074636166	8.57499915520402	3.47961550030117	4.72641863618234	0.00297570752203949	0.180438088643663	0.0102567288198302	0.651142740631978
afforded	2	9	attraction	9.50101179229127	6.88610037377651	3.44087821263455	4.68202451682388	0.00198137124960973	0.17474927630226	0.00674901825659944	0.622798375364907
raised	2	10	attraction	9.13279573556691	6.56864437610729	3.33551039502266	4.55649363474003	0.00197406995435995	0.159597709899681	0.00650248452858959	0.548765883347127
received	2	10	attraction	9.13279573556691	6.56864437610729	3.33551039502266	4.55649363474003	0.00197406995435995	0.159597709899681	0.00650248452858959	0.548765883347127
associated	1	5	attraction	4.56545173466834	4.64473298154834	3.33452178808283	4.55649363474003	0.000987034977179977	0.15959076749823	0.00325054864962102	0.548765883347127
augmented	1	5	attraction	4.56545173466834	4.64473298154834	3.33452178808283	4.55649363474003	0.000987034977179977	0.15959076749823	0.00325054864962102	0.548765883347127
celebrated	1	5	attraction	4.56545173466834	4.64473298154834	3.33452178808283	4.55649363474003	0.000987034977179977	0.15959076749823	0.00325054864962102	0.548765883347127
confederated	1	5	attraction	4.56545173466834	4.64473298154834	3.33452178808283	4.55649363474003	0.000987034977179977	0.15959076749823	0.00325054864962102	0.548765883347127
deemed	1	5	attraction	4.56545173466834	4.64473298154834	3.33452178808283	4.55649363474003	0.000987034977179977	0.15959076749823	0.00325054864962102	0.548765883347127
